,H3K4me0,H3K4me1,H3K4me2,H3K4ac1,H3K9me0K14ac0,H3K9me1K14ac0,H3K9me2K14ac0,H3K9me3K14ac0,H3K9ac1K14ac0,H3K9me0K14ac1,H3K9me1K14ac1,H3K9me2K14ac1,H3K9me3K14ac1,H3K9ac1K14ac1,H3K18ac0K23ac0,H3K18ac1K23ac0,H3K18ac0K23ac1,H3K18ac1K23ac1,H3K18ac0K23ub1,H3K27me0K36me0,H3K27me0K36me1,H3K27me0K36me2,H3K27me0K36me3,H3K27me1K36me0,H3K27me1K36me1,H3K27me1K36me2,H3K27me1K36me3,H3K27me2K36me0,H3K27me2K36me1,H3K27me2K36me2,H3K27me3K36me0,H3K27me3K36me1,H3K27ac1K36me0,H3K27ac1K36me1,H3K27ac1K36me2,H3K27ac1K36me3,H3.3K27me0K36me0,H3K56me0,H3K56me1,H3K79me0,H3K79me1,H3K79me2
2-deoxycytidine,0.020822938543849784,0.07609370726447022,0.08696590742446221,0.004192439097723874,0.02274215989994379,-0.01936261711466406,-0.0010456995242294877,-0.08866975037480096,0.15520008718134512,0.07301145037001595,0.09266987558986661,0.06425326611400725,0.003236932879974208,0.15160629482127805,-0.014706801010671091,0.0016531666368543735,0.049598080408051595,0.04547260250825478,-0.005028731121963555,-0.10834932854170112,-0.017455370435090708,-0.006160073614133729,-0.04499934757074453,-0.13982220280839266,-0.041696627634644705,0.06072783294340409,-0.06882886479918067,-0.03850287155862315,0.0014068112191541159,0.0665696735344647,0.09139938646785693,0.11397726258350001,-0.030119594110645406,-0.022394798533300033,0.01395228498840585,-0.011276020420201954,-0.13834082715477417,0.003086908575623919,-0.011848977254321371,-0.011256393304847925,0.027773390750357535,0.03972895168419521
cAMP,-0.008970595678678469,-0.08485562902685669,-0.037146178305299905,-0.03022089743890404,-0.010888588164317009,-0.03914499747355483,-0.020058923797043944,-0.07406003031402296,-0.016329727515282062,0.040404970630696944,0.04849198617546377,0.06019843934390436,0.02202711856568791,0.0004925315745837865,-0.015961130492161177,-0.03239727965418206,0.07050414172362444,-0.0010886925415472567,-0.0007910907462768126,-0.021618784811628412,-0.031092493290450145,0.0037522735674410364,-0.009072792239361764,-0.023600898385363986,-0.06829844245259362,-0.05963716671054127,-0.07366842421772705,-0.018936470799255742,-0.08915681111380445,-0.08326207668890957,0.049099997228599576,0.013997776705171888,0.004309067496141268,-0.04865385272543757,-0.038986207725614376,-0.02305957399812933,-0.05433290697784005,-0.05455687828824264,-0.06718317893680062,0.004044756430805473,-0.06907575848723661,-0.031051084129543893
Cotinine,-0.04194854814533545,-0.07452555391235755,-0.02223689807283639,0.06560912551847718,-0.015948140884828328,-0.0853389719039557,-0.015034961598709588,-0.0971436040184169,-0.06016631895759089,0.06593159472992952,0.037563234943993655,0.04021298683414096,-0.000539214157555477,-0.016754233859435242,-0.033822312587017594,-0.03185502157133854,0.056088833884164614,-0.020870722033142275,0.10402059921648081,0.044757917601594914,0.011469293300119386,0.02284600284098972,-0.00726069349398308,0.05713684118643154,-0.021387558782905193,-0.10467938669666992,-0.08498406396026834,0.0391169617696439,-0.06784147985985561,-0.09571118407461134,0.017805113967086107,-0.05979714024170307,0.05043966420808704,0.0022022244717112274,-0.04971120693192848,0.009415088949582375,0.032606668712977786,-0.023785319680144378,0.006728953503686267,0.0012291161934761825,-0.035423491183321415,-0.007502787565012846
Pipecolic acid,-0.06465639681161846,-0.01796095898988231,-0.02396277252367801,-0.039984055688731625,0.006287897486872248,-0.024309985219588368,-0.04655634848614494,-0.04244745013219003,0.03832827611351291,-0.016853270418421953,-0.05412323503169817,-0.05270736877847892,-0.06394923174519566,-0.018537839937101275,-0.0374063902775775,-0.018263965175762127,0.003980193618598559,-0.02681688604530264,0.11816794450401465,-0.0030031507009767554,0.06768962718953882,0.10950517982293832,0.025866898617490967,-0.04301940596278539,0.04244799488742374,0.07584596493581065,-0.05827525490251453,-0.06966494346900727,-0.023288328652838763,0.014797713895610753,0.001560373972145049,0.009045423994893182,-0.015737940656902153,0.0559864252506645,0.051435255519974084,0.05413825094898037,-0.07804677588224915,-0.014756361541498163,0.08355899876552492,0.020350620530421484,0.00508897133011089,-0.008276970684028979
Pyroglutamic acid,0.019315221925391184,0.10912296546512225,-0.0319480555982779,-0.07844414032706083,0.021718247643301283,0.07302616849269027,0.08043189176576822,0.1475638958415688,0.09708998074518943,-0.14081175758493372,-0.12889825329575466,-0.09878691118344586,-0.06990717173558685,0.006151123153613472,0.08228402805528046,0.0235465281792774,-0.08301227901577184,0.0101920113922361,-0.030225357608832958,0.02702372819192733,0.05461506436921384,-0.06942865068345444,0.028299884267374682,0.028611524624593574,0.1224363827950197,0.10741423556685749,0.16059781638605075,-0.03043151272259346,0.09764921970436674,0.12478251782532819,-0.08430820199719473,-0.019935866249596652,-0.024327864512897267,0.02268257864933618,0.06401501661184608,-0.01858950240830286,0.08735169343689905,0.014043309938729194,0.0021879103081342993,-0.03726593910052041,0.050632445273065575,0.058827937554155926
1-methylnicotinamide,-0.02726376688502604,0.1439244800894163,0.07738944686738783,-0.04635546801825181,0.07226962280003724,0.0815351165148192,0.10630999104951508,0.2336885558086425,0.0718091033038161,-0.16257511923925047,-0.22667421636343865,-0.22918634902255403,-0.11661904871356701,-0.009276050793548788,0.09051884135171571,-0.007220845174863913,-0.180244114146252,-0.04263616092105548,-0.0164212558720653,0.09944436993773213,0.08314662548716582,0.01911200245853018,0.11254154369438266,0.07319670313305865,0.03640635495730317,0.06400464447984143,0.152866196127777,-0.03546007941333772,-0.0276944663221125,0.04295523097641179,-0.08299729796358228,-0.040975129019784076,-0.03017198761624033,0.03177179784667251,0.11269981339484114,0.05011824377420706,0.10257131623649125,0.08150268802249795,-0.00508598219258467,0.06810624370947164,0.13977083858732728,0.10722164687424472
Butyrobetaine,0.026146346063163236,0.05949487350492445,0.0057428153534439,-0.03133778234010276,0.010492830146069299,0.03179248755694254,-0.020561757431684143,0.03883269628091546,0.0793177716471312,-0.015244523127304193,0.014903317419188095,0.018723512287102107,0.029427176164667807,0.058970247027881915,-0.0004819625418698551,0.0688332064932565,-0.009277537105295266,0.03964081080328738,-0.0880877131343397,-0.12705755918266548,-0.1292718865599204,-0.10507785573176723,-0.0705450843378417,-0.09410928171577279,-0.05779784662722389,0.00920552818836187,0.04553840351422051,-0.016246716127827698,0.08458765015882248,0.09579358605725483,0.0030063040406506695,0.05422697327179585,-0.08202634762093045,-0.06750351097803811,-0.050252573901263656,-0.05629121011417895,-0.0849935979388771,-0.020051190038578248,-0.03565330570977429,-0.050691415119984796,0.024633109722634352,0.04284702614553131
Putrescine,0.04027628493265828,-0.019018974670974,-0.011986371918645362,0.01657901066866884,-0.016569039348650387,-0.043411874000275553,0.0008071132159723592,-0.06782412185452145,0.012858711405082721,0.06930107826561151,0.09497537960570852,0.09621574863228606,0.039324801665899634,0.05312199397534542,-0.04288061790006562,0.05617714991048761,0.048955339941165965,0.09603844136215678,-0.045027965071084704,0.047266006828654034,0.003009327815889987,-0.011908512815335259,0.0003806196921880695,0.038236547138880854,-0.00495914210140062,-0.009293613743236747,0.0029849728471055405,0.04637811792659944,0.0006901354996205124,-0.052469581156451714,0.01875525621746644,-0.05547792326429264,0.08180625793010203,0.07440437567504073,0.0648254876257861,0.02256679430735264,0.004087460646427429,-0.012797262343517076,-0.08571954358044508,-0.012801040432321175,-0.08788244878454271,-0.08452570794856441
Methionine sulfoxide,0.03016968270256899,0.09942786279485992,-0.04742024622320255,-0.038979993833231655,-0.02529945024536223,0.08469620248399007,0.07550050507551402,0.1619719010847051,0.022533574997065646,-0.13794703122188068,-0.08992364354145142,-0.04137780301371342,0.019005332380886555,-0.00869374773048012,0.10277690052347724,0.03721973237014679,-0.10734108984175544,-0.005867745444299632,-0.04455705462009565,-0.0170911198047172,0.028858233450703742,-0.02824961651397183,0.035498197429530025,-0.03258016363827496,0.08204080053355715,0.10385274528845259,0.15577531298669026,-0.05544864678843939,0.07966569628626098,0.14280041611567443,-0.12420834354187721,-0.03020919398464397,-0.06729361043474237,-0.0010519600726052341,0.05497455629542903,-0.006670095574497697,0.02722484243851236,0.020482077933338106,-0.0025947266156644017,-0.025162632564321767,0.051970921553507195,0.08429646801757933
Carnitine,0.044293927396734246,0.10989299048630899,0.00634126494989037,-0.028046193997366107,0.030428445845072337,0.07668231620508963,0.02254911969975563,0.07886676638880101,0.09844233600561109,-0.09614559374524469,-0.07109266205044328,-0.05389181592053276,-0.04178732417804081,0.047575274504443994,0.04269367943662378,0.057960370143474715,-0.09683044474216504,0.006627887385216992,-0.047406590462040855,-0.10127001413147595,-0.10438256372068425,-0.13186713279430468,-0.0768893704964857,-0.04101510542179181,-0.004908294058887946,0.048891031415479375,0.07347164653656045,0.017675179095955895,0.14736239424535827,0.14177768724793124,-0.006536850213227648,0.06616826116516071,-0.09200802210271648,-0.0718528804354757,-0.040447021594720765,-0.07669435214259145,-0.01596694882027272,0.009267954246265309,-0.051696242551573325,-0.023783382670629658,0.05634484977023566,0.07841633832978007
Acetylcarnitine,0.032077078193739034,0.02127850664529436,-0.034165959788278195,-0.030745393028088267,0.03707635949762315,4.387138035445849e-05,-0.05311548883545445,0.040182043281307624,0.054239179958018746,-0.012713497394946314,-0.001989834949938042,-0.020687396698975447,-0.003976824852380889,0.05067910033383987,-0.016576311528485113,0.047936438736648906,-0.03439769880626449,0.021797811128189935,-0.10442694039730964,-0.06582350102531435,-0.10522401165869494,-0.1032252573857511,-0.05811701263577131,-0.01566828537630941,-0.031079731563505224,0.023794394341087304,0.0747820172543865,0.016414399518308535,0.10440883997618454,0.08899335597318536,-0.01576664644744588,0.03395325499802932,-0.06388290399895295,-0.06283204094828608,-0.029702174879456377,-0.04731735752820896,-0.0647354874183672,0.0045593689236368305,-0.03577401156801115,-0.035862703711029606,-0.009160238049917672,0.017639713392020293
Propionylcarnitine,-0.029769815757888132,0.036751321035948505,-0.028336662362602204,-0.025181230227162774,-0.005709238444429922,-0.009860676999132938,-0.025481300273937146,0.02272449669516716,0.07631141299186026,-0.06728500611292292,-0.05767444811493911,-0.03838103466779771,-0.028681759585205278,0.02849305542297674,-0.037312726403439,-0.009581573750627381,-0.03700512476199113,-0.015644244798039632,-0.00015017521737440548,-0.03244870021877962,-0.03917753006793228,-0.016454699765438723,-0.01787729187938679,-0.03099692479789666,-0.0661444422973369,0.016023085943625833,0.01451099800713423,-0.02206264995937706,-0.014404496655072584,0.016660500645000458,0.012930275769253425,0.046241945415905046,-0.03489200888708791,-0.03135414647956673,0.008639888382069251,-0.016820494920431108,-0.07091731721151188,-0.032221904702397566,-0.01811363138755648,-0.03397186875152316,0.007773182412491048,0.030662150547552912
Malonylcarnitine,0.01705504610962546,0.038845454562032436,-0.03882555797946144,-0.02508997100427936,0.00723684193281672,0.008035751979335252,-0.03471279887557916,0.03021763947222407,0.05360784995983644,-0.026522902989233568,-0.005330842726696967,-0.00492606930246779,0.002165739023564,0.023505548555420194,-0.011448208589837538,0.053055851940288105,-0.04470584058891262,0.01369496610602891,-0.03331259965294742,-0.09234242342920111,-0.09724874906904019,-0.07404916593863921,-0.042182395454876745,-0.055738503328859816,-0.017259696972836407,0.037801774790726904,0.08207009473905084,-0.017423479494685437,0.09908278002513246,0.10236800367751436,-0.03703136841842177,0.029190118887121873,-0.06324859937232219,-0.05742840607304539,-0.030111396057095535,-0.021172463316865665,-0.04507150485121289,-0.009159548988544852,-0.05454417776054421,-0.039368594430968115,0.013343863909507876,0.02159421527973285
Butyrylcarnitine/Isobutyrylcarnitine,0.0782519905551281,0.007598409855497367,0.013870158927652906,0.028181137456792824,0.08512114865294902,0.014928121302900764,-0.07086944945653804,-0.03342042289029343,0.05185883780241388,0.0865480490843634,0.06781361195340452,0.032456033665034814,0.022936539003119875,0.05955911635446277,-0.038716606796561526,0.10327353958065846,0.07895386844357162,0.07045658484978072,0.015469056547987142,0.030256574201875802,0.05556212006125368,0.050903528599515274,0.009686196209779842,-0.016864385030327063,0.036458222268935254,-0.00424894819759886,-0.032017994156771264,-0.00609616289373899,0.010678155141183001,-0.009687509541623934,-0.011160280915381586,-0.026182747560736217,0.093022849404175,0.06431096780337035,0.055428959731489966,0.009770070112422176,-0.04975880608500022,0.014413532119420727,0.0155672231420307,-0.006910001853053636,-0.056915171885060144,-0.06389067353695782
Valerylcarnitine/Isovalerylcarnitine/2-methylbutyroylcarnitine,0.043844264417330164,0.07457160739837805,0.030558290284398527,0.013314102046846774,-0.00995469466594595,0.021111585641581665,0.029356062420125062,0.017147784809783184,0.05660292200742487,0.010741021672976215,0.039929296820528024,0.05855317699664249,0.05675004199940047,0.059428065118929854,-0.010140673633890061,0.10223858947900424,-0.01549031877038643,0.061262184011370825,0.05217448430764304,0.020552567571108613,0.02563408142808304,0.04654986580479689,0.0063957494608436315,0.005188316747912733,0.025617477559397844,0.037108744115882004,0.02207405883683954,0.0014070994252610466,0.046115415433190206,0.061098710760109094,-0.030399813539415056,-0.015868918886110722,0.05422841836500046,0.05737648460241763,0.06494925976259405,0.03584890942772847,0.023746662571743644,0.038101143888356025,0.010759139875964321,0.006810239631447387,0.04907088326174302,0.05123780297582589
Hexanoylcarnitine,0.03142137731200367,0.07923754403679287,-0.005186153588561305,0.010621736393225716,-0.018884581646138494,0.01210253100573337,-0.03999268682198307,-0.02997402674972334,-0.015509888926674553,-0.0022002724081307185,0.031973013350748744,0.04613533166250914,0.026418139876432982,-0.005686720339742057,-0.028909583311907208,0.03908738342872463,-0.025812661612883512,0.007907009199975985,0.030892636829143096,-0.08152263122717952,-0.09009600593083032,-0.08786431439523928,-0.08326372049611655,-0.05951251529591781,-0.03794487942349044,-0.019666021659491308,0.03235928100069522,0.011598829958411914,0.07040489043940165,0.04578786275188642,0.001955214725764123,0.030913780490240222,-0.0433450643521746,-0.03382615808008913,-0.052901110813090506,-0.05486448754305637,-0.07137251240155991,-0.01466010132537577,-0.0021475183624719354,-0.01582878173335863,0.0002242559560362049,0.006786445329295845
Heptanoylcarnitine,-0.006980157171664499,0.01030372331223554,0.037693150289436726,0.10173338455604579,-0.008387861184139223,-0.03696814696941117,-0.021615894361342685,-0.04397970909831151,-0.061062974999894194,0.048533259454126065,0.0475947405833443,0.08006037534536341,0.0528376228054378,-0.024573036403790837,-0.024096015469529046,-0.019666750798178635,0.05378860460783497,-0.0203277566784667,0.09662625546461212,0.0135939500582327,0.00527629431772828,0.023491855126509947,-0.02525321986495318,-0.01405416769704945,-0.014496250821296009,-0.07618215674244087,-0.06572697919200156,-0.016440769684899513,-0.04262606708918515,-0.0356327782019625,0.000718314759775062,-0.03232903132439242,-0.0142791369989784,-0.01492565917584114,-0.052689745926969025,-0.03243987865620032,-0.017740854620544914,-0.031099182670999946,0.04130740257936318,-0.04184917777364568,-0.0839282369862367,-0.056953732108418066
Lauroylcarnitine,-0.026013455748852953,0.08313937264805996,0.04363738050069994,0.017901330149478104,-0.07828417188399366,-0.08574758430492292,-0.03074140701779017,-0.08284912463952511,-0.024965737844715345,0.006894482273659167,0.043395229657837306,0.08001088101446224,0.08000237494626163,-0.009958025914910261,-0.06999431584152638,0.023086866322476057,0.015209943535483236,0.022979514165582183,-0.01775267630382342,-0.10570603132242119,-0.07451435375801045,0.00172925961389506,-0.10080518138206462,-0.08436498340564466,-0.06183548073616731,-0.03891839429334038,-0.08664447136276299,0.014230395430556597,-0.0036323577282893374,0.020472711913836955,0.02880870034987375,0.007717004137406541,-0.024026233179157523,-0.03900711063454399,-0.06761344140593512,-0.04927914541380921,-0.046514517645559514,-0.018293898918908463,-0.004752470173911596,0.018675423494757544,-0.043392500812610854,-0.06597072776542603
Myristoylcarnitine,-0.021563557828219164,0.08935085023249831,0.06008909477252423,0.02037494365200692,-0.0691390576417389,-0.07390447566116706,-0.04099229332699068,-0.11457668852516989,-0.031755866017745826,0.03153019849291743,0.06493444133526871,0.08785512158043943,0.06457441229016299,-0.004440940239496339,-0.08462137594914491,0.023817643120009262,0.044322770928796426,0.038465072288503724,-0.06075729907315894,-0.10810704872011397,-0.07251611479976074,-0.008222704833146447,-0.13055570541607894,-0.08685530306148843,-0.04063975108352611,-0.043117691147513466,-0.10691118759950065,0.0003091604421606396,0.0026576480701213908,0.01596631167429351,0.005772797293053595,-0.011036104905264492,-0.03404846371127523,-0.055113585418318185,-0.09568039738874917,-0.07153029413231753,-0.05323380044267658,-0.033709679262335694,-0.02137746355157532,-0.0019205203713085325,-0.030348003079162463,-0.04658858252521665
Palmitoylcarnitine,-0.0016361871926363427,0.0763755998790059,0.07072721770279605,0.015788552187902857,-0.04730145176461333,-0.02548280342881493,-0.02415588832824572,-0.11078387960090474,-0.04266572857444854,0.048660879127971894,0.08674277825084291,0.08882531678361491,0.04726381858215104,-0.012598477917298548,-0.04692722869863943,-0.0010418624865595096,0.06261153467985554,0.023048691867939727,-0.03704935956062447,-0.09590629815695603,-0.06882763334790502,-0.003458402650663029,-0.10613829390606369,-0.060512081451165135,-0.015409943908257302,-0.0442366590339897,-0.08343192005195493,0.028753444582146848,0.03223623018926825,0.023484953820769882,0.015305034061356788,-0.008400248515582343,-0.04600783075898502,-0.06534858247425843,-0.11199860802186959,-0.06314744608902685,-0.043692284896815696,-0.020709022458637864,-0.01120001917616759,0.0007800663898291946,-0.014083262374689428,-0.02796967718516849
Stearoylcarnitine,0.0007317914542480606,0.08155106862555812,0.07943030131916129,0.023129291355721445,-0.01887398419767447,0.005500123373864975,0.006113806984793847,-0.031148581700494532,-0.02008423066653139,0.015981621010778636,0.03682572635228077,0.055272122326949606,0.03750634519693048,-0.013861249320750562,0.00014958245558025163,0.01288736430603897,0.02328903563212347,0.011242610070939381,-0.02949435250322004,-0.06836164064896205,-0.05168078062662787,0.005669961709499803,-0.08433563521963498,-0.0369665087453869,0.003097176133154072,-0.030408826476303406,-0.052720851148604864,0.013659036450276748,0.02559229507822696,0.043227280997680854,-0.00623215819382397,-0.011638906715433666,-0.054567706650233874,-0.05014577915490861,-0.09247486943683518,-0.0379901404348827,-0.0035118536775281843,-0.011840865939253415,-0.014140359422574215,-0.006723453123063783,0.009420197973247111,0.0024943140706427756
Oleylcarnitine,-0.004586025631812739,0.12321132965257262,0.0706524574737523,0.01563036741908945,-0.05892313816012087,-0.017828521949561568,0.010962415108980012,-0.04085101702069879,-0.02111326406702834,-0.020545692110051153,0.01891633136642174,0.03919523621606897,0.041616666769875396,-0.02060648670775662,-0.023292317542960315,0.002255094636547564,0.008653860466116558,0.013542851352731684,-0.04378167468242207,-0.06562854534093131,-0.025744150663095045,0.013899430943400648,-0.08899696525674013,-0.05089091167658601,0.02792731148776709,0.011617753261560945,-0.05450033626159963,-0.013754901417206589,0.02528304946059309,0.06593343666162622,-0.04027111916928379,-0.03630035339720538,-0.05000973275409514,-0.05108273917923685,-0.07403706291120256,-0.05397463311178279,0.002012602134907874,0.004554449238157469,0.002904335845522529,0.03150057517338357,0.03285717008791201,0.013485542905116166
Arachidonyl carnitine,-0.019846309814904883,-0.10188925638616733,-0.015284018085623482,0.05885695271558822,-0.03384387700653266,-0.07726456632363557,-0.020964757423058127,-0.10537664482452666,-0.100590875959817,0.09045411581187707,0.09112327080948539,0.10476766325457144,0.053100922154247505,-0.03974607795626981,-0.03898607096290366,-0.0010887402395809783,0.07840839168225262,0.0021253950424678144,0.09181467310261975,0.015418987669223084,0.006811375296697135,0.0808158955355327,-0.036598580765625714,0.0169139377468342,-0.04944664552325358,-0.06290778481775405,-0.15079130338319327,0.03573679679744339,-0.08399963761391799,-0.09210960088494798,0.06448583649762986,-0.020562828819932134,0.07278939921837078,-0.01032314844715707,-0.05838760109408474,-0.013402597890963316,0.009530359114050655,-0.04392187822972771,-0.028786110661598033,0.01871114089754476,-0.0757827917265484,-0.02245380074645051
Sarcosine,-0.03935822480495221,-0.09929688399394268,-0.07957038618376189,-0.027222413794313227,0.0041000227597026455,-0.04010114697995663,-0.043098495616578976,-0.06443588051578956,0.012773660100903987,0.023724259362131576,0.030142055361262656,0.029934316671275663,-0.018858247075665798,0.0005172689914131415,-0.047855572780461014,0.038100293274885774,0.01929284364384845,-0.006376568284076863,0.03153693203961045,-0.026750606743898918,-0.024574388541133654,-0.0077054401514623045,-0.02178284098310384,-0.035528505375600754,-0.028287526886346077,-0.03811877867944177,-0.06864585946292798,-0.03165197184106709,-0.014904772314786888,-0.03966924896769617,-0.051742742122134214,-0.036635066405790506,0.026223093751510815,0.040013410015706054,0.03746291947038716,-0.018275818311295832,-0.04308879001165894,-0.053076339064774346,-0.01777258723689062,-0.004560669100480442,-0.022671304532213575,-0.015349535036805936
Beta-alanine,-0.006160914583030341,-0.0829006875990147,-0.0251266758853081,0.051121935729943044,-0.05257138606150229,-0.049044536222650134,-0.07717112513894518,-0.032411816126362035,0.05189471068926675,-0.0032631998545276514,0.004570678568632502,0.008429378987539886,-0.010753627289726883,0.07447046149470526,-0.09241484063897744,0.03862075489892245,-0.0144454792550926,0.03987511607732487,-0.09043925340503978,-0.026000112680969245,-0.08426454441085121,-0.06695329840804391,-0.005280285527212024,-0.00736755712066682,-0.05151880139423579,0.017252293517627873,0.04977001564942421,0.026291932093421237,0.044485139528579874,0.019135001637653366,0.009756637903734329,0.0220637481849231,-0.004568536960917405,0.007752534837126247,0.03323645681306722,0.015351335327226979,-0.14496633869803432,-0.05979481391982053,-0.029952420974803197,-0.056192702087472055,-0.009661759106665538,0.035572241311631676
Anserine,0.022315856206494712,0.09345711940819716,-0.022898854760912458,-0.0787262862485176,0.01953910832544854,0.11389114644252687,0.10344434898529278,0.16143897541150262,0.002496126199931386,-0.14162549750633394,-0.1434188750154816,-0.09832500296404907,-0.044409435230296945,-0.07582703511537081,0.1054698650204195,0.03314219365387023,-0.14249752662950413,-0.04395986807467005,-0.006052598747027757,0.010349202998420005,0.002076670368823202,-0.061110656358272945,9.422324302890554e-05,0.027633717769992957,0.026671463581923512,0.019486961081758052,0.07117852675870455,0.007441192362825175,0.046749291329802496,0.06851290884539725,-0.0563611245511008,-0.020697487031953947,-0.04702285492128282,-0.026398911253961432,0.012912932654273693,-0.029904384875305345,0.1406183106158915,0.0036389792482398394,-1.5545470891043702e-05,-0.033815572563031915,0.012419459423080738,0.01993678099180406
C14:0 LPC,-0.008747014142888854,-0.039035626036155555,0.015515375714480766,0.05626477314504499,-0.03944161838004442,-0.06346091078674848,-0.01295393215358712,-0.07061329138230378,-0.043200475769411474,0.04943651520034092,0.06455236857242566,0.10088401233426013,0.06905827786515177,-0.021585760202391415,-0.010900631286518159,-0.0038928679762504645,0.068451201968067,0.0034660691753702635,0.07908403283843349,0.0008572445048148074,0.0561995841886002,0.09698096513715355,-0.005852933337141249,-0.03374219003849697,-0.0019526394583685562,-0.03649872804337496,-0.08628857891909408,-0.027803021765573647,-0.07151544912055328,-0.04672903861440536,0.009897055932535839,-0.020613260520585465,0.04666722922448677,0.02668076691224135,-0.017176819598749424,-0.006918361951412629,-0.01592003924600664,-0.045060165246772525,0.02254461784570884,0.011187177479600886,-0.056319287472719456,-0.040115762577402146
C16:1 LPC,0.06352554419976977,0.055583505464577555,0.0008194743594428248,0.014152468078012478,0.013338042788821138,-0.0007009071278209938,-0.010316357825917428,-0.03895366649009118,0.013940264668150725,0.07350967458651603,0.08290577295356999,0.0892785950690983,0.046039542961832866,0.03897177461635208,0.03688328783873197,0.0039228736302701775,0.07961752852221081,0.04421696855252456,0.06653701438028008,0.011604552168841376,0.025413646642411913,0.03490609502793374,0.015199849003294031,-0.02851499999424967,-0.01233294116192649,-0.010755683907652611,-0.027863048004663476,-0.025572364082735825,0.0005706417148399833,0.000570206003541718,0.012482747404354287,0.031069289878424368,0.027490029954265707,0.005879908213306795,-0.01912672643513893,-0.002592082995919173,0.027668500795673474,-0.007774476291273348,-0.050787823009747664,0.048530327384709096,-0.004764452735195801,-0.044478236102142014
C16:0 LPC,0.10037305545524554,0.07363858085022092,0.02428603588883792,-0.006536856746391311,0.0672250830530411,0.1039976804323713,0.047713089863208304,0.05299882595272972,0.057022395583217984,0.05092510373477722,0.04639026065231729,0.051156487895261116,-0.011722984442141822,0.05006081077007494,0.0989811691172302,0.04363244622820652,0.05429129367371072,0.058456538380729284,0.03102545406283743,0.024001242790969084,0.016429882923144006,-0.013864011754676725,0.053907173661300524,0.006752925077736135,-0.04549453141569803,-0.058664571671239146,0.048783071416052835,0.006783541829293552,-0.004112723296190144,0.010550416164523652,0.06229414814597387,0.09445115189567507,0.045974071244286825,0.010747155923376822,0.012910169344479241,0.01162615605379312,0.031839716658494374,0.03837953429590882,-0.010411588854517989,0.023127171437178223,0.01928125917637243,0.025435394028895015
C18:2 LPC,0.03205552104737779,-0.02911819431856222,-0.014548056144214535,0.058315344774978,0.004778442982861091,-0.022372159710831785,-0.006843740402786977,-0.02296343482807354,-0.06483586999308272,0.053832982387918456,0.05281435334410547,0.028242612085534854,-0.002217820528025659,-0.015514232564674423,0.027734219114959265,-0.027735228995641396,0.028984550967864158,-0.012088009469314535,0.11057685443304827,0.10617377575673972,0.08106651691926167,0.06731325066243164,0.04810388036367774,0.07843771992776144,0.0312659410925639,-0.04074144179882558,-0.038833984916247705,0.031110503591554216,-0.08014941819975932,-0.07443963662673161,-0.008707679085814823,-0.07702188365672905,0.09065392574775816,0.024396338674190603,0.010208179791183655,0.02103508661937224,0.06209728781079945,-0.03758308819187617,-0.01514319588362709,0.02067786511526447,-0.061378760236024,-0.07159978000534802
C18:1 LPC,0.09364700842846396,0.07132708859526984,-0.006152495706820886,-0.012006752339310445,0.08879722563001831,0.13163181974308258,0.05216791992180188,0.12044121160274981,0.06508995502383405,-0.01294202735151172,-0.022009398058401724,-0.028610011971193314,-0.0485363417095257,0.026737274621790968,0.12498239036185275,0.020910948687112334,0.0011577731344329532,0.015106178363014498,0.007253747452519193,0.05975265324489843,0.038040219614102005,-0.016163964182756188,0.09244659699768656,0.046854593960409335,0.0015667164959045142,-0.006545529258354936,0.10336908707942538,0.006115616535687566,0.029073944516342674,0.026204296208602824,0.0014442704091735578,0.06460431516297566,0.01310073787520004,0.004989282323986937,0.02085075193316528,0.011203761077913993,0.08382853143678864,0.04159937154523007,-0.030262529122159338,0.03158368029311358,0.03094064158354421,0.009510616176094808
C18:0 LPC,0.07639845209831614,0.04502535652942029,0.041054939825900603,0.015968289362403954,0.01681859315456707,0.05285670375141829,0.06404523492303832,0.04524162747522071,-0.005709420581415638,0.021416101889547533,0.01443490423969104,0.03440739607990252,-0.005971288655991871,0.00675226123634635,0.06707369607803551,-0.01773853292752898,0.04797661147673263,0.021860415300130373,0.051257474318647564,0.03172924226302153,0.041303556952979034,0.012198789270060536,0.05568155044857752,0.017727270613941363,-0.0006130537520520681,-0.038686945126581475,0.05645364366394207,0.008752156515631982,0.0013695975032939533,0.026247913677565536,0.030817160496681567,0.05115060232019637,0.03348929062777582,-0.0028912925814642883,-0.006609725916442716,0.005529451466550928,0.02858051908328347,0.025980269878004884,0.0030969136377588494,-0.0020757471407610623,0.036771288497522515,0.024291944919147702
